199,-0.34747747,-0.036822427,0.018231945,-0.6838576,0.7195299,-0.2489507,-0.84932196,-0.35241532,-0.6477956,0.5135393
197,0.16788481,-0.90040165,-0.13198222,-1.14683,0.24325727,1.3565965,0.060998175,0.32665944,-0.8347749,-0.14664052
195,-0.21301912,-0.3477847,-0.59025866,-0.76554686,0.9682626,0.6656871,-0.6991362,-0.46208435,-0.016562583,0.04773828
193,0.32803074,0.28171617,0.13110138,-2.00059,-0.2373752,0.6580545,-0.1823234,0.0329736,-0.56010413,-0.020512434
191,0.3641038,-0.51315165,0.39763388,-0.43561864,0.055425618,0.20493601,-0.4454895,0.011074745,-0.5282816,0.44058815
190,-0.26924628,0.29632336,-0.20699772,-1.084566,-0.025806744,0.14167683,-0.94974375,0.044658154,-1.2413725,0.15193562
194,0.27902323,1.1962286,-0.044549834,-1.3415066,0.92435575,1.3780035,-0.040310096,0.3923013,0.23773813,-0.44206262
198,0.040614557,0.49509597,-1.225849,-1.2729425,0.657023,0.70731527,0.0740217,-0.060797635,0.14768875,0.13132314
196,0.09866357,0.2002061,0.71633047,-0.9191912,0.5070556,-0.12369385,0.07382963,-0.7612473,0.046818994,0.47144
192,-0.24430767,0.39226896,0.11250267,-0.749947,0.33251798,-0.19147725,-0.71577704,-0.49955997,-0.736091,0.44324374
189,-0.45264173,0.72639745,-0.42709252,-0.30266172,0.8763295,1.2972497,-0.22739269,-0.35458553,0.6338228,0.72923756
188,-0.27376226,0.61846536,-0.82679623,-1.4658414,0.32765043,0.8810526,-0.15050101,0.9195484,0.08288674,0.120331556
186,-0.09328121,0.11691054,-1.1317407,-1.4089677,-0.2894728,0.5218592,-0.7911489,0.6770509,-0.38112423,-0.030769985
184,0.60961103,1.2082345,-0.16793258,-1.0432448,0.8810147,1.0557892,-0.40175858,-0.1865497,0.44769555,0.38629773
182,-0.636541,0.5967575,-0.36855522,-0.90277034,0.1797016,0.18260248,-0.11696558,-0.03959948,-0.1413132,0.41328162
180,0.47562307,0.24348716,-0.30313328,-1.2327708,0.44198593,-0.08328987,0.46914276,-0.08314333,0.5397344,0.3818807
185,-0.045905087,0.5330698,-0.036147583,-0.7992651,0.7798872,0.3633209,-0.28916445,0.29479918,-0.03561333,0.86929727
183,-0.22443356,-0.05461652,-0.2659538,-0.9266853,0.3846846,0.3504605,0.0901832,0.17709473,-0.17015675,-0.11369489
187,0.17106713,0.06963456,-0.00787343,-0.7212933,0.6106148,0.39554474,0.5014876,0.032969523,0.8479248,0.88473386
181,-0.28766015,0.16696103,-1.4545438,-0.45055833,-0.033987008,-0.08156862,-2.5473359,-0.96495366,-0.3680301,0.24891067
178,0.21308988,0.57285094,-0.7948778,-1.8840075,-0.13068767,1.2451864,-0.65642375,0.035031088,-0.1579541,0.013788502
179,0.39593735,-0.68353176,0.41422316,-0.45050603,-0.1160552,0.31318367,-0.49685058,-0.05787129,-0.60888344,0.37401286
174,0.61202645,0.77779126,0.49927995,-1.9928715,-0.0024343291,0.19484547,-0.54645073,-0.35278717,0.14127937,0.17516047
172,0.20300259,0.6196872,-0.16107988,0.077476814,0.26318452,0.6895263,0.15697807,0.28505304,0.120766565,0.25382042
171,0.44834325,-0.67656285,0.42068496,-0.4277939,0.14178635,0.14920016,-0.58094376,-0.06557912,-0.62908804,0.5415265
170,0.024677455,-0.6678889,-0.11508824,-0.47540465,0.046952173,0.20964222,-0.9223614,0.4030556,-0.3508942,0.3371872
176,0.08254423,0.0075706583,-0.15171066,-0.7125975,0.48443276,-0.19130428,-0.79973364,-0.70682806,-1.2945005,0.5255291
175,-0.34624907,0.27143976,-0.5306942,-0.88265973,0.16540042,0.6732157,0.29233208,0.4592027,0.17223814,0.49993616
173,0.44224942,-0.8978271,-0.034526903,-0.452635,0.21083817,0.061630715,-1.0516514,0.28830346,-0.47782654,0.6369159
177,0.36636394,-0.28716582,-1.1285399,-1.0608777,0.47876328,0.6163838,0.13393152,0.08018816,-0.53518206,0.820476
169,-0.356874,-0.26715606,-0.10594072,-0.4637631,0.45680287,1.147366,-0.40919662,0.603608,-0.10721149,0.60341424
168,-0.7960454,0.63743263,-0.3621837,-1.1001347,-0.0051355325,-0.10930532,-1.1255723,-0.1109731,-0.6462551,0.015140524
167,-0.1262832,0.48366243,-0.05761331,-0.30766463,0.47188434,0.7499939,0.0043770657,0.18958896,0.29158574,0.096645094
164,-0.60239893,0.27161273,-0.41816413,-1.0080389,-0.031837393,0.20608765,-1.3507221,0.1270148,-1.0170773,-0.08671319
163,0.13901915,-0.45428374,0.053768646,-0.85349286,0.1244728,0.35069954,-0.007798704,0.24339944,-0.23239866,0.71276325
160,-0.1163511,1.0172459,-1.1952627,-0.51468843,0.7133733,0.80516326,0.056289963,-0.38114256,-0.5837189,0.2828231
166,0.015379072,-0.6473055,0.17990337,-0.5668211,0.061536092,0.2621585,-0.67676336,0.17060478,-0.5499679,0.31568044
162,-0.516215,0.35406512,-0.58930993,-0.9878548,0.096699454,0.24342413,0.18459384,-0.50023216,-0.69040203,0.013251044
161,-0.33260858,0.15911,0.025311423,-0.9586145,0.32962772,0.74139225,-0.038902115,0.11355374,0.03141061,0.823324
165,-0.25978115,-0.5021728,-0.34463784,-0.9291505,0.39105263,0.37720826,-0.22131181,0.11804014,0.10274583,0.6423321
159,-0.49659488,0.31593016,-0.35449457,-1.3981647,-0.48457384,0.2539637,-1.213422,-0.30353737,-0.5773402,0.012032154
157,-0.45026264,0.4860287,-0.0024299244,-0.96093345,0.17728381,-0.13939102,-0.70871735,-0.7228406,-0.99099785,0.22403675
158,-0.025726277,0.8119993,-0.51445186,-1.1085383,0.9381467,0.96184206,0.12105106,-0.6779814,-0.5178186,-0.3737096
155,0.1877482,-0.49391583,0.042680375,-0.5047583,0.32056704,-0.046641074,-0.78912395,0.34813663,-0.51989955,0.45913395
150,-0.17966352,0.53890216,-0.3092617,-0.7328127,0.575277,-0.45858014,-0.4739569,-0.32906866,-0.9928569,0.30856198
153,-0.23247577,-0.3187086,-0.3538347,-0.7411908,0.21026973,0.4896046,-0.009758986,0.36105815,-0.23937614,0.5129525
151,0.42508647,1.2818178,4.196781E-4,-0.8734051,1.0601261,1.5165151,-0.35637406,-0.1405401,0.42903754,0.115007445
156,0.15052515,0.42966267,-0.66629666,-0.3824431,0.3965127,0.7119571,0.33736616,0.59684443,-0.15075672,0.6729514
154,-0.05275603,-0.0055387667,-0.53878546,-0.3162934,0.9695366,0.8412587,0.12433339,0.24617572,-0.17984617,0.7741299
152,0.17142047,0.7554945,0.49783725,-1.9711413,-0.21781106,0.27350977,-0.11171517,0.07547792,0.42202038,0.1123949
149,0.45918378,-0.7157763,0.31088918,-0.4218688,0.102932274,0.18051633,-0.6688007,-0.012848622,-0.62429494,0.56039333
148,-0.915419,-0.023547292,-0.47920492,-0.57604784,0.8535026,0.7076119,0.14356361,-0.23624271,0.80534947,0.39289778
146,0.33179235,-0.56498414,0.3769944,-0.44243985,0.089226075,0.15808517,-0.44705844,-0.08388301,-0.6604536,0.4113588
144,0.2960359,0.8720262,-0.59539324,-1.0925413,0.35840878,1.2640474,-0.5291908,-0.36781144,-0.02901907,0.77513766
142,-0.12643982,-0.64167684,-0.13890457,-0.6708135,0.3890202,0.55712205,0.0023313814,-0.40365702,-0.3778908,0.5370828
140,0.2532023,-0.48057857,0.087034166,-0.52329344,0.2601425,-0.02858378,-0.778489,0.2680267,-0.5493615,0.5398822
